order	content	target_cat	gripper_cat	mechanism_cat
​233	根据“十五”期间的形势和任务，《纲要》提出今后五年经济和社会发展的主要目标是：国民经济保持较快发展速度，经济结构战略性调整取得明显成效，经济增长质量和效益显著提高，为到2010年国内生产总值比2000年翻一番奠定坚实基础；国有企业建立现代企业制度取得重大进展，社会保障制度比较健全，社会主义市场经济体制逐步完善，对外开放和国际合作进一步开展；就业渠道拓宽，城乡居民收入持续增加，物质文化生活有较大改善，生态建设和环境保护得到加强；科技、教育加快发展，国民素质进一步提高，精神文明建设和民主法制建设取得明显进展。	经济	产业	环境型
​234	今后五年要着力调整产业结构、地区结构和城乡结构，特别要把产业结构调整作为关键。	经济	产业	环境型
​235	要巩固和加强农业基础地位，加快工业改组改造和结构优化升级，大力发展服务业，加快国民经济和社会信息化，继续加强基础设施建设。	经济	产业	供给型
​236	坚持把提高人民生活水平作为根本出发点。不断改善城乡人民生活，既是我们发展经济的根本目的，也是扩大内需、促进经济持续增长的迫切需要。	经济	民生	需求型
​237	三、加强农业基础地位，努力增加农民收入 农业、农村和农民问题是关系改革开放和现代化建设全局的重大问题。	经济	民生	供给型
​238	“十五”期间要把全面贯彻党在农村的基本政策，加强农业基础地位和增加农民收入，作为经济工作的首要任务，着重抓好以下几项工作。	政治	党建	环境型
​239	加快农业和农村经济结构调整。这是提高农业经济效益，增加农民收入的根本途径。	经济	产业	供给型
​240	发挥各地农业的比较优势，合理调整农业生产的区域布局，发展特色农业，形成规模化、专业化的生产格局，提高商品率。	经济	产业	供给型
​241	大力促进农业产业化经营，扶持龙头企业，推广“公司加农户”、“订单农业”等多种形式，发展农产品加工、储运、保鲜等产业，提高农业的后续效益。	经济	产业	供给型
​242	引导乡镇企业结构调整、技术进步和体制创新。	经济	产业	供给型
​243	发展小城镇，繁荣小城镇经济，积极稳妥地推进城镇化，拓宽农民的就业空间和增收渠道。	经济	人口	供给型
​244	大力推进科教兴农，加强生物技术、信息技术等高新技术的研究与开发应用，推广优良品种和先进适用技术，积极扶持农业科技产业发展。	经济	产业	供给型
​245	加强农业社会化服务体系建设。建立农产品市场信息、食品安全和质量标准与检测体系。	经济	产业	环境型
​246	调整结构要因地制宜，依据市场规律，维护农民生产经营自主权，不搞强迫命令。	经济	产业	供给型
​247	积极推进农村各项改革。在长期稳定土地承包关系的基础上，鼓励有条件的地区积极探索土地经营权流转制度改革。	经济	土地	供给型
​248	粮食主产区要继续坚持“三项政策、一项改革”，按保护价敞开收购农民余粮，中央财政继续给予资金支持，以充分发挥其粮食生产的优势。	经济	资金	供给型
​249	这样做，既可为主产区腾出粮食销售市场，促进粮价合理回升，也有利于推进主销区农业结构调整，全面增加农民收入。	经济	产业	供给型
​250	要保护好基本农田，决不允许擅自将耕地改为非农用地，这是一条不可逾越的“红线”。	经济	土地	供给型
​251	推进农村税费制度改革，取消乡统筹、村提留和其他面向农民征收的一切行政性收费，同时适当提高现行农业税和农业特产税税率。	经济	资金	环境型
​252	这是保障农民合法权益，减轻农民负担的治本之策。	经济	资金	供给型
​253	同税费改革相结合，精简乡镇机构，裁减人员，减少村组干部补贴人数；有条件的地方，适度撤并乡镇。	政治	党建	环境型
​254	继续深化农村金融改革，积极探索适应农村经济发展要求的农村金融体系。	经济	资金	环境型
​255	因地制宜加快农村信用社管理体制改革，关键是要明确产权关系，完善法人治理结构，落实防范和化解风险的责任。	经济	资金	环境型
​256	农村信用社要坚持为农业、农村、农民服务的方向，加强经营管理，充分发挥在农村金融中的主力军和联系农民的金融纽带作用。	经济	资金	供给型
​257	农业银行和其他金融机构要加强对农业和农村经济的支持。	经济	资金	供给型
​258	深化农村供销社改革。加强农业和农村基础设施建设。	经济	产业	供给型
​259	着力抓好大型灌区节水工程改造，积极开展群众性农田水利建设，搞好水土保持。	生态	土地	环境型
​260	加强国家商品粮和优质农产品基地建设，搞好农业综合开发。	经济	土地	供给型
​261	继续加强农村电网、通信、广播电视、道路、供水等设施建设，切实改善农村生产、生活和市场条件。	经济	民生	供给型
​262	继续搞好农村扶贫工作。“八七”扶贫攻坚任务虽已基本完成，但从根本上改变贫困地区面貌，仍是一项长期而艰巨的任务。	社会	民生	供给型
​263	加强城乡电网建设和改造，推进全国联网。深化电力体制改革，逐步推进厂网分开、竞价上网。	经济	民生	供给型
​264	增加科技投入，提高科技开发能力。要从各地实际出发，调整和优化产业结构，加强农业，加快资源优势向经济优势转化，培育和形成各具特色的地区经济。	经济	科创	供给型
​265	巩固和发展农业，继续加强基础设施和生态环境建设。	经济	土地	供给型
​266	二要为传统产业升级提供技术支持。重点在农产品加工及转化、装备制造、节水节能、纺织品后整理等方面的技术取得进展，加快高新技术向传统产业渗透。	经济	产业	供给型
​267	适应农村税费改革后的新情况，县级政府要负责对基础教育经费的统筹，落实教师工资统一发放的措施。	社会	民生	供给型
​268	调整消费结构，改善消费环境。着力改善城乡居民的住行条件。	社会	民生	环境型
​269	积极发展公共交通。加强城市绿化和城乡基础设施建设，改善城乡居民生活环境。	社会	民生	环境型
​270	发展社区卫生预防保健，努力改善农村卫生服务条件。	社会	民生	供给型
​271	重点做好农村和流动人口计划生育工作。建立计划生育利益导向机制，继续实行地方党政领导责任制。	社会	民生	环境型
​272	重视农村污染治理和环境保护。健全环境、气象和地震监测体系，做好防灾减灾工作。	生态	土地	环境型
​273	 扩大国内需求，首先必须增加城乡居民特别是低收入群体的收入，培育和提高居民的购买力。	经济	人口	需求型
​274	一是采取更有力的措施，千方百计增加农民收入，切实减轻农民负担。	经济	人口	供给型
​275	根据需要和可能，今年拟发行１５００亿元长期建设国债，主要用于在建的国债建设项目、西部开发项目、重点企业技术改造，以及南水北调、京津水资源保护工程、农村基础设施和教育、公检法司等方面设施的建设。	经济	资金	供给型
​276	银行要调整信贷结构，重点支持国债投资项目、农业结构调整、企业技术改造、中小企业特别是科技型中小企业的发展，尽量满足有市场、有效益、有信用的企业流动资金贷款需求，发展个人住房、助学贷款等消费信贷业务。	经济	资金	供给型
​277	二、加快农业和农村经济发展，努力增加农民收入 发展农业生产力，提高农民购买力，是扩大和培育内需十分重要的方面，关系国民经济发展和社会稳定全局。	经济	人口	供给型
​278	要把加强农业和增加农民收入，作为整个经济工作的突出任务；把农民是否增加收入和减轻负担，作为检验农业和农村工作的重要标准。	经济	人口	供给型
​279	从根本上说，增加农民收入必须加快农业和农村经济结构调整，大力发展农业产业化经营，积极推动传统农业向现代农业转变。	经济	产业	供给型
